,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,customer_lifetime_value_transformed,total_claim_amount_transformed
158,3873.647046,28142,105,18,50,0,1,701.708239,8.261951731401243,6.553517703674277
159,7649.28199,52705,64,14,8,1,2,128.705563,8.942367064899349,4.857527338221152
160,2287.59692,0,63,1,5,0,1,679.368378,7.735257165651026,6.5211635106338575
161,4475.424592,84903,111,7,63,0,1,497.126827,8.406356507101902,6.20884517865311
162,8714.922135,0,118,14,64,0,4,566.4,9.072792023318682,6.33930054237951
163,2248.449633,24910,63,7,63,1,1,347.857619,7.717996205693028,5.851793255248941
164,7416.197322,0,77,15,12,2,2,554.4,8.911421714496893,6.3178864478756935
165,7771.158973,21876,68,12,28,0,2,465.41477,8.95817459221271,6.142928986505565
166,6968.3419,0,69,33,61,1,2,496.8,8.849132584492764,6.208187530619269
167,4250.282624,0,61,17,1,1,7,292.8,8.354740759472158,5.679489782087156
168,19776.56654,70699,82,1,57,0,2,256.813837,9.892253007703063,5.548351452762955
169,21343.46599,0,74,11,85,1,2,355.2,9.968500929193219,5.872681011118015
170,2413.139714,27501,63,20,0,0,1,542.319401,7.788683964487609,6.29585512860816
171,15363.84716,15897,101,30,99,0,2,303.148399,9.639772441486087,5.714222451289873
172,8456.961887,25141,73,12,4,1,2,25.438063,9.04274527309121,3.2362465956360222
173,2189.642522,0,61,5,46,3,1,292.8,7.691493577523289,5.679489782087156
174,5780.182197,51066,74,23,0,0,8,787.993313,8.662190483141934,6.669489603781264
175,4639.981638,28358,117,24,37,0,1,84.024413,8.442465687884885,4.431107387570701
176,4465.335703,61846,112,1,48,0,1,215.8182,8.404099675926645,5.374436386617237
177,5968.118877,90972,74,3,47,0,8,232.926145,8.69418706075358,5.450721429069818
178,5097.763337,0,74,3,95,0,7,532.8,8.536557161143703,6.27814611922618
179,4076.634665,29549,104,17,51,0,1,710.433775,8.31302709002318,6.565875734185185
180,12252.60179,0,115,12,17,1,2,552.0,9.413493584441502,6.313548046277095
181,16936.27147,39411,217,4,29,2,4,1122.658899,9.73721284185487,7.023455167727179
182,4892.435461,21709,62,28,17,0,3,408.374746,8.495445507767792,6.012185247943692
183,9942.304791,67890,85,23,57,0,2,408.0,9.204554143094782,6.0112671744041615
184,3735.838129,0,110,3,16,0,1,792.0,8.225727471054617,6.674561391814426
185,13117.52215,84311,111,11,98,4,2,532.8,9.481704184143394,6.27814611922618
186,4574.524094,99316,114,26,53,0,1,754.358929,8.428257949129438,6.625868287896616
187,5470.060561,54507,138,20,11,0,1,702.990032,8.607044966835543,6.555342712478275
188,2978.84601,64586,76,3,17,0,1,206.837111,7.999291259534313,5.331931580112744
189,6410.967544,61709,82,5,41,2,7,275.395894,8.765765481425698,5.618209676960462
190,4479.023088,94656,111,12,79,1,1,459.738128,8.40716024091605,6.130657040421274
191,2383.731879,0,69,5,40,0,1,496.8,7.776422554997953,6.208187530619269
192,2764.493659,61085,70,27,34,1,1,336.0,7.924612772051357,5.817111159963204
193,7920.105377,89284,67,7,31,3,2,321.6,8.977159789896726,5.773308537304811
194,6889.097981,0,63,6,12,0,2,302.4,8.837695438311039,5.711750644305378
195,3274.194616,31686,81,11,33,0,1,430.994107,8.093827199047745,6.066094417156445
196,9951.707743,56855,255,12,1,0,1,1836.0,9.205499447887783,7.515344571180436
197,2521.555686,53703,67,3,45,2,1,67.632476,7.8326313257464495,4.214088281888146
198,23706.11337,0,96,12,35,1,2,844.481918,10.073488241961597,6.738723324532539
199,6047.02516,20396,76,15,60,1,4,364.8,8.707321721005421,5.899349258200177
200,11140.30248,27679,150,30,28,0,3,722.486994,9.318324665715881,6.582699418440478
201,4334.064096,23904,123,1,67,3,1,590.4,8.374260971096314,6.380800273286263
202,2799.74791,65351,69,4,54,0,1,481.027516,7.937284659967301,6.175924474290777
203,7923.136624,0,113,20,1,0,7,1124.427734,8.977542444789808,7.025029504327617
204,3688.110888,0,63,0,54,3,7,669.682001,8.212869651469592,6.5068029743416025
205,12067.45599,0,116,14,35,0,2,1284.093173,9.398267520542293,7.157808046258965
206,2924.976721,64459,72,16,64,0,1,240.259479,7.981041801001808,5.481719501806736
207,15014.0927,32961,190,13,53,0,3,912.0,9.616744552351266,6.815639990074331
208,9277.233839,71416,116,10,0,0,3,556.8,9.135318703652295,6.32220610902021
209,6274.123875,68964,78,15,6,0,3,115.086827,8.74418913273805,4.745686860872309
210,3886.647414,78108,98,12,34,0,1,470.4,8.26530221770781,6.153583396584417
211,4386.277558,10621,67,28,22,0,5,321.6,8.386236209693305,5.773308537304811
212,11365.26766,84910,95,4,69,0,2,383.167471,9.338317287263166,5.948472154706477
213,5610.96434,77493,70,2,35,0,3,307.963291,8.632477880357403,5.7299805908055355
214,2912.892035,81097,74,7,67,0,1,355.2,7.976901693107457,5.872681011118015
215,6915.729915,96610,85,6,23,0,3,520.364752,8.841553793842822,6.254530011830949
216,6262.663307,30110,159,20,71,0,1,466.436375,8.74236082201919,6.145121622989997
217,6503.397049,22081,84,1,9,0,6,451.670309,8.78007994228701,6.112952508819818
218,8007.399376,0,112,12,93,0,3,537.6,8.988121315185188,6.28711478920894
219,2929.916512,98473,72,19,69,0,1,345.6,7.982729207407194,5.845282036929901
220,5969.55297,97431,74,1,72,0,3,355.2,8.69442732418606,5.872681011118015
221,5473.15987,93870,69,1,96,0,8,331.2,8.60761140138786,5.8027224225111045
222,5645.396665,50366,72,9,5,0,9,428.734656,8.638595742494152,6.0608382100846505
223,6369.262355,34498,83,30,72,0,7,398.4,8.759238942017875,5.987456525710443
224,11833.76732,16552,103,23,53,0,2,494.4,9.378712361052466,6.203344906143481
225,6121.107929,26787,77,7,50,0,5,369.6,8.719498393271994,5.912421339767529
226,5159.369746,0,74,2,42,0,9,831.752839,8.548569708767575,6.723535328178003
227,2514.59196,43860,65,15,58,0,1,156.124914,7.829865826826363,5.050656417604918
228,8668.611261,21474,114,13,72,2,9,373.428187,9.06746387943615,5.922725715671553
229,4960.965384,18174,66,8,16,0,9,395.934815,8.509355634651227,5.981249589119142
230,5504.139033,0,73,18,45,0,5,350.4,8.613255639650246,5.859075359062237
231,7507.455372,60920,64,10,61,0,2,231.201886,8.923651855384273,5.443291294204397
232,32269.85139,41520,90,18,70,0,2,289.904105,10.38188867982933,5.6695501958825485
233,5657.031588,0,152,12,89,0,1,729.6,8.640654579205947,6.592496438760121
234,5061.757902,0,68,19,16,0,8,326.4,8.529469113410572,5.788123623089952
235,5912.783829,72208,73,3,84,0,8,350.4,8.684872036552852,5.859075359062237
236,15182.27975,53863,63,12,30,0,2,105.765111,9.62788422083298,4.661220701335088
237,10747.03094,66446,136,8,77,0,3,639.464548,9.28238480377997,6.460631182422004
238,2050.623512,0,61,18,26,0,1,292.8,7.6258991780826735,5.679489782087156
239,2465.444865,64997,63,7,99,1,1,383.442328,7.8101275428102,5.949189226187003
240,5343.121327,64460,66,18,42,0,3,316.8,8.583565279354833,5.758270659940271
241,8119.829071,46618,67,22,77,0,2,99.085943,9.002064382564704,4.595987584655183
242,4605.265164,0,64,13,64,0,4,307.2,8.4349555287906,5.727499001273517
243,6408.785577,49988,84,6,37,5,5,566.935022,8.765425074399062,6.3402446975134445
244,2376.533508,0,91,2,8,5,1,436.8,7.773398195681152,6.079475424430695
245,3211.070017,16269,86,6,84,0,1,412.8,8.074359499208366,6.022963214167353
246,5094.522262,72006,64,4,38,0,3,307.2,8.535921175215373,5.727499001273517
247,25755.27817,0,81,3,60,2,2,388.8,10.156394862562598,5.963065072586284
248,8672.229719,0,245,34,83,0,1,2345.413441,9.067881213065666,7.760216972802732
249,8044.73072,44320,67,13,79,0,2,321.6,8.992772587144726,5.773308537304811
250,4001.519098,19782,108,13,66,0,1,773.470977,8.294429342505945,6.65088814765435
251,16706.11699,63933,70,35,98,0,2,424.883448,9.723530218164552,6.051814891313752
252,8544.411077,28224,109,13,13,0,8,523.2,9.053032672987342,6.259963800142989
253,7805.31287,21073,106,25,54,1,3,508.8,8.962559917988525,6.232055012025913
254,6112.756868,63243,77,21,73,0,3,364.240307,8.718133156294853,5.897813833877039
255,4772.943848,20993,133,35,90,0,1,638.4,8.470718552428,6.458965046135599
256,10979.09559,94827,135,5,64,0,4,354.729129,9.303748342818562,5.871354481328452
257,5004.263818,39161,63,18,83,1,4,283.995953,8.518045591619938,5.648959988059674
258,13223.04379,37534,84,2,0,2,2,403.2,9.489716328205276,5.999432716757159
259,2623.31543,80210,65,30,28,0,1,20.543176,7.872194228069479,3.022528817668894
260,17840.19555,0,62,32,59,0,2,385.115437,9.789209367396795,5.953543125709482
261,5106.111827,30110,64,2,4,0,5,140.165035,8.538193498658352,4.942820549773451
262,17930.60451,21708,68,28,77,0,2,326.4,9.794264281033628,5.788123623089952
263,5457.342569,94731,67,23,65,0,4,321.6,8.604717241283334,5.773308537304811
264,6563.644143,32375,83,17,83,0,6,398.4,8.789301237303452,5.987456525710443
265,4812.525221,16531,63,0,40,0,4,102.879769,8.478977219309579,4.633561015152418
266,29328.04185,32006,94,28,7,0,2,56.868289,10.28629939704246,4.04073787470469
267,5773.520711,81676,72,21,86,0,8,463.158502,8.661037348637576,6.138069332435362
268,6847.1189,71038,86,15,56,0,3,205.444066,8.83158324423975,5.325173811972411
269,3595.31286,0,103,20,43,0,1,741.6,8.187386292794159,6.608810014251645
270,22855.61209,20832,65,8,32,0,2,56.371967,10.036951971855489,4.031971995932087
271,7859.414569,0,113,19,10,0,7,813.6,8.969467400333786,6.70146884473435
272,4115.577437,52405,103,2,27,0,1,494.4,8.322534428175421,6.203344906143481
273,5029.638777,0,133,3,89,0,1,795.864079,8.523103446797363,6.6794284162389586
274,4821.418454,26583,128,6,46,4,1,614.4,8.480823448813531,6.420646181833463
275,5004.310469,25486,65,15,53,0,3,72.438681,8.518054913826811,4.282740424677161
276,8630.053943,24065,111,30,1,0,5,532.8,9.06300603469525,6.27814611922618
277,9322.08512,70435,116,0,50,0,4,67.881546,9.140141607978748,4.21776421559282
278,16727.56063,0,76,33,36,2,2,402.636829,9.724812975220722,5.998034986915535
279,3652.532435,39679,92,2,85,0,1,641.388616,8.203176023804454,6.463635538426771
280,6158.601171,0,89,13,45,0,5,342.481173,8.725604948110531,5.836216686848345
281,4376.083958,0,69,21,70,4,3,331.2,8.383909529932394,5.8027224225111045
282,5569.456156,53565,71,27,34,1,6,340.8,8.625052690093383,5.83129579495516
283,2576.513006,37574,66,19,14,1,1,412.101933,7.854192215688781,6.021270728942846
284,8346.983233,48259,108,14,79,0,3,73.700573,9.029655463103062,4.300010573927619
285,6323.923864,78532,78,25,87,0,3,374.4,8.752095159041204,5.9253247446034365
286,5973.14343,96163,73,23,90,0,3,350.4,8.695028605502761,5.859075359062237
287,4706.676993,0,72,0,86,0,7,345.6,8.456737416356887,5.845282036929901
288,8093.410258,0,114,9,72,1,5,722.024742,8.998805461155378,6.582059407003729
289,5035.744643,72672,63,7,39,0,5,259.361117,8.524316687564093,5.558221364733181
290,9027.867218,99002,112,33,75,1,8,537.6,9.108071430031304,6.28711478920894
291,7288.884849,79494,91,19,30,0,3,396.295614,8.894105843342759,5.982160432761943
292,18042.47942,35704,225,21,35,0,8,358.281562,9.800484224305622,5.881319163316147
293,4992.063043,0,71,6,5,0,3,653.388564,8.51560453877561,6.482171996718119
294,9102.267849,26049,118,17,6,0,6,121.032372,9.116278875632071,4.796058047005132
295,2540.407726,70125,64,21,77,0,1,92.813396,7.840079869177541,4.530590982822474
296,12941.89193,52369,110,34,49,1,2,528.0,9.468224765250095,6.269096283706261
297,2365.348601,0,66,25,51,2,1,159.636956,7.768680690063721,5.072902212095957
298,5720.765064,41770,72,0,60,0,9,476.156957,8.651857827877334,6.1657475414752465
299,7035.534088,0,101,16,88,0,8,727.2,8.858728885359064,6.589201542863269
300,2636.97773,31911,67,33,27,0,1,321.6,7.877388741114744,5.773308537304811
301,5395.831967,70051,68,15,69,0,8,42.078345,8.593382076553675,3.7395332378081068
302,8382.630118,19683,117,17,41,1,9,561.6,9.033917000796706,6.330789852711601
303,31161.74523,30916,112,7,65,0,2,200.11606,10.346946507081213,5.298897498239102
304,2887.742258,0,80,24,95,0,1,676.944023,7.9682302501851945,6.517588585594216
305,8714.922135,0,118,14,64,0,4,566.4,9.072792023318682,6.33930054237951
306,25585.72783,0,116,0,45,0,2,830.623064,10.149789968362418,6.722176098689775
307,10272.6082,60145,132,8,28,0,3,580.473259,9.237236233678487,6.363843734616091
308,4376.363592,63774,111,18,63,0,1,60.036683,8.383973428401593,4.094955758736785
309,5318.89664,25134,67,3,0,0,6,321.6,8.579021162329408,5.773308537304811
310,4719.762191,37057,61,5,48,1,6,47.53101,8.45951369404761,3.861382340137154
311,4428.031583,58577,110,6,62,0,1,303.872752,8.395710426368582,5.716609034830232
312,5879.176092,85857,73,3,19,0,6,100.620067,8.679171910666728,4.611351710934547
313,9416.908485,70602,116,8,47,0,3,481.339891,9.150262127399765,6.176573654653075
314,8288.155579,33816,106,10,97,2,3,508.8,9.02258273592057,6.232055012025913
315,32654.8383,0,153,7,75,0,2,1101.6,10.393748310556008,7.004518947414445
316,4719.450052,89642,121,11,20,4,1,86.320022,8.459447557384491,4.458061575815463
317,3903.474784,60068,98,17,75,0,1,470.4,8.26962240569575,6.153583396584417
318,5457.259678,50044,139,16,14,0,1,667.2,8.604702052273579,6.503089851044537
319,2725.356404,36650,69,2,70,1,1,56.60333,7.910354489003733,4.036067817400752
320,4433.97368,50653,110,29,42,0,1,262.865172,8.397051454209159,5.571641246733383
321,5332.462694,68931,66,32,30,0,7,309.577946,8.581568454352913,5.735209905328191
322,2315.094985,0,73,14,39,1,1,350.4,7.7472059959161985,5.859075359062237
323,5411.953687,0,73,1,22,0,5,365.364581,8.59636543178917,5.9008957071165105
324,9587.33234,39266,80,33,31,0,2,384.0,9.168197958169282,5.950642552587727
325,22103.5072,0,102,35,48,0,2,489.6,10.003491571747412,6.193588731198116
326,9764.945308,0,98,24,11,1,2,705.6,9.186554242475843,6.559048504692582
327,2567.151468,40864,65,2,75,0,1,9.51528,7.850552184973761,2.2528989275353193
328,2650.622781,39035,68,15,65,0,1,244.564334,7.882549903067458,5.4994783990480585
329,11264.36334,34923,98,23,82,0,2,639.105556,9.329399334624744,6.460069630093647
330,2168.523464,0,63,1,56,0,1,453.6,7.681801783599634,6.117215752413542
331,8610.667489,0,111,27,36,0,9,532.8,9.0607571192717,6.27814611922618
